title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Team Building Expressions,Terri Harmon,,2013,,,34,Self-Management,motivation,none,,9781483973937,http://books.google.com/books?id=iFzTjgEACAAJ&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,"Team Building Expressions is exciting, inspiring, and informative. This engaging book helps develop interpersonal skills, communication skills, and building cohesion within groups. In addition it provides a host of motivational quotes for various key categories that are used in developing an effective team.",Google Books,2026-08-30
Leadership: Motivation: Team Building,Ace McCloud,Createspace Independent Publishing Platform,2016,,,206,Self-Management,motivation|habits,none,,9781539994404,http://books.google.com/books?id=Pk4pMQAACAAJ&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,"Do you wish you knew how to develop the qualities of a great leader? Would you like to wake up each day feeling excited and motivated? Ready to be on a winning team? 3 Books in 1: An unbeatable combination of the best leadership wisdom, motivational strategies, and team-building tactics that work! Whether you want to (1) lead more effectively, (2) light a fire under yourself that will not go out, or (3) build your own dream team, then this is the book for you. Thrive as the leader you were meant",Google Books,2026-08-30
Motivation in the Workplace,Lydia Banks,American Media Publishing,1997,,,116,Self-Management,motivation,none,Business & Economics,9781884926464,http://books.google.com/books?id=WBpEEfo763cC&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,"As organisations expand their visions, employees need the motivation to meet and exceed new goals. Banks shows managers how to reward employees, maintain a positive work environment and open communication, and deal with unmotivated employees.",Google Books,2026-08-30
Interpersonal Communication Skills in the Workplace,"Perry McIntosh, Richard Luecke, Jeffery H. Davis",AMACOM Div American Mgmt Assn,2008,,,183,Relationship Management,influence,none,Business & Economics,9780761214755,https://play.google.com/store/books/details?id=PETL2Ai1HkUC&source=gbs_api,"Effective communication is an important element of success for every organization, leader, manager, supervisor, and employee. Good communication skills are a prerequisite for advancement in most fields and are key to exercising influence both within and beyond the work group. This edition retains the subject matter strengths of the previous version and augments them with content that reflects new understandings of interpersonal communications, new communication technologies, and new organization",Google Books,2026-08-30
Communication in the Workplace,"Leil Carniege, Dale Lowndes",Independently Published,2019,,,132,Relationship Management,teamwork|trust|relationship,none,,9781072942016,http://books.google.com/books?id=V0KTxgEACAAJ&dq=communication+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"""Buy the paperback version of this book and get the kindle book version for free""Do you want to find out how to get better results in the workplace both individually and with your colleagues? Do you Know that communication in the workplace is the key to susses even in everyday life? Communication is an important tool for increasing productivity and promoting great relationships across all levels of an organization. Employers who invest their resources in building an effective communication syste",Google Books,2026-08-30
EFFECTIVE SPEAKING AT WORK,Milton Jamison,Milton Jamison,2021,,,120,Relationship Management,influence|trust|relationship,none,,9781513684598,http://books.google.com/books?id=x_lyzgEACAAJ&dq=communication+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Communication in the workplace involves much more than simply conversing. No matter what your personal or professional role is in life, you must be able to adjust your words in a way that works best for you and the particular employee you are communicating with. Effective Speaking at Work includes: ● Basic Communication ● How To Talk To Anyone About Anything ● Effective Communication For Strong Working Relationships ● Effective Communication For Morale ● Effective Communication For Productivity ",Google Books,2026-08-30
Communication Skills for the Workplace,,,2000,,,,Communication,communication,none,,,http://books.google.com/books?id=YNkaSQAACAAJ&dq=communication+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
"Communication Skills for Workplace Success: How to Practice Effective Communication in Work & Life, Boost Your Income & Thrive Effectively",Joshua Strachan,Independently Published,2018,,,36,Communication,communication|nonverbal,none,Business & Economics,9781980784715,http://books.google.com/books?id=ebPVtwEACAAJ&dq=communication+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Employers Look for These Communication Skills The success of your business and social life depends on your ability to communicate effectively with the right people. In fact, your personality, intelligence and potentials can be detected through the simple ways you express yourself. Even in workplace, communication becomes a tool for success that the level of your breakthrough could ultimately be determined by the level of smartness you exhibit through your communication. This brings about the imp",Google Books,2026-08-30
How To Talk To Anyone At Work,Dave Watson,Dave Watson,2026,,,75,Communication,communication|difficult-conversations|speaking|conversation,none,Education,,https://play.google.com/store/books/details?id=UlfLEQAAQBAJ&source=gbs_api,"What if one skill could transform your career, boost your confidence, and open doors you never imagined? Every day at work, opportunities are won or lost based on one thing: how well you communicate. Whether it’s speaking up in meetings, connecting with colleagues, handling difficult conversations, or impressing your boss—your words matter more than you think. “How To Talk To Anyone At Work – Mastering the Art of Effective Communication in the Workplace” is your ultimate guide to becoming confid",Google Books,2026-08-30
Effective Communication in the Workplace,Anthony Gutierez,Createspace Independent Publishing Platform,2014,,,34,Professional Effectiveness,productivity|success,none,,9781523317967,http://books.google.com/books?id=tJtMjwEACAAJ&dq=communication+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Among the crucial ingredients to a business's success is effective workplace communication. It is, therefore, unfortunate that effective communication does not happen smoothly in many companies. Ineffective communication in the workplace is one of the leading reasons why many businesses lose profits and valuable resources, including excellent employees and clients. Companies can miss important opportunities to grow and expand their business when there is poor communication in the workplace. Whet",Google Books,2026-08-30
Best Way to Improve Communication Skills,David L Lewis,Independently Published,2019,,,258,Communication,communication|listening|speaking|conversation,none,,9781098962418,http://books.google.com/books?id=gJ9oxQEACAAJ&dq=communication+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"""Discover the Best Way to Improve Communication Skills in Life, the Workplace and in Love Relationships"" Communications form the core of human relationships. The way you communicate to people in your family, workplace, and society at large goes a long way in determining how they perceive you, and in turn how they relate with you. Each one of us needs to make an effort to master the art of conversation. This book contains proven steps and strategies on how to effectively communicate with others a",Google Books,2026-08-30
