title,author,age_range,book_type,audience,casel_domain,problem_tags,source,isbn,description,cover_url,rating,ratings_count,goodreads_rating,goodreads_ratings_count,goodreads_url,amazon_url
The Survival Guide for Gifted Kids,Judy Galbraith,8-12,children_nonfiction,"children,educators",Self-Awareness,"self-esteem,peer-pressure,resilience",Free Spirit Publishing,9798885549516,"The Essential Guide to Growing Up Gifted The Survival Guide for Gifted Kids is an interactive, illustrated book that helps gifted and talented (GT) children understand and appreciate their gifts. Featuring real quotes from gifted kids, this book answers questions like What does “gifted” mean? Why am I gifted? How can I make school more engaging? How do I make friends? This upbeat, informative,…",https://books.google.com/books/content?id=dyZyEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885549516
The Survival Guide for Making and Being Friends,James J. Crist,8-12,children_nonfiction,"children,educators",Relationship-Skills,"friendship,social-skills,communication",Free Spirit Publishing,9781631980022,"Whether kids find socializing as natural as smiling or as hard as learning a foreign language, this book can help them improve their social skills so they can better enjoy the benefits of friendship. Practical advice covers everything from breaking the ice to developing friendships to overcoming problems. True-to-life vignettes, “What would you do?” scenarios, plentiful examples, quizzes to test…",https://books.google.com/books/content?id=AREqCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631980022
Survival Guide for Kids with Autism Spectrum Disorders,Elizabeth Verdick & Elizabeth Reeve,8-12,children_nonfiction,"children,educators",Relationship-Skills,"social-skills,school-anxiety,resilience",Free Spirit Publishing,9781631986017,"Help autistic kids understand their unique gifts and needs and learn strategies for daily living in a neurotypical world. This positive, straightforward reference book offers kids with autism spectrum disorder (ASD) their own comprehensive resource for both understanding their condition and finding tools to cope with the challenges they face every day. Freshly updated, the content reflects…",https://books.google.com/books/content?id=23CCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631986017
The Survival Guide for Kids with Physical Disabilities and Challenges,Wendy L. Moss & Susan A. Taddonio,8-12,children_nonfiction,"children,educators",Self-Management,"resilience,self-esteem,identity",Free Spirit Publishing,9781631980336,"""Provides tools and resources to help children with physical disabilities and challenges cope with social, emotional, and academic difficulties. Helps children stay motivated to make a bright future for themselves""--",https://books.google.com/books/content?id=_F04rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631980336
The Survival Guide for Kids in Special Education (And Their Parents),Wendy L. Moss & Denise M. Campbell,8-12,children_nonfiction,"children,educators",Self-Management,"resilience,school-anxiety,self-esteem",Free Spirit Publishing,9781549682636,"The Educational Elephant's Guide, ABCs of Survival, shares memorable tips to help kids stay safe and well no matter what the emergency. Adults and kids can use this book together to begin learning basic safety, survival and outdoor skills. Whether your students homeschool, attend a private or public school, you need this book to enrich your health, safety and outdoor education curriculum. All…",https://books.google.com/books/content?id=YHjSwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781549682636
The Survival Guide for Money Smarts,Eric Braun & Sandy Donovan,8-12,children_nonfiction,"children,educators",Responsible-Decision-Making,"responsibility,choices",Free Spirit Publishing,9780369358554,,,,,,,,https://www.amazon.com/s?k=9780369358554
Sleep Easy: A Mindfulness Guide to Getting a Good Night's Sleep,Paul Christelis,6-10,children_nonfiction,"children,educators",Self-Management,"anxiety,mindfulness,stress",Free Spirit Publishing,9781445157238,"""This story follows the adventures of twins, Billy and Betty, as they struggle to get to sleep. Billy's mind is noisy, constantly chattering, keeping him awake. Betty finds, as soon as her eyes close, that she starts to worry about what will happen the next day at school: will her friend Helen want to play with her? And what about that spelling test! The story shows how they use mindfulness - the…",https://books.google.com/books/content?id=wmq5tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445157238
More Than What Eyes See: A Book About Blindness,Miso Kwak,6-9,children_fiction,"children,educators",Self-Awareness,"identity,self-acceptance,inclusion",Free Spirit Publishing,,"Part of the Disability Books for Kids series from Free Spirit Publishing. This picture book explores life with visual impairment, helping children develop empathy and understanding for peers who are blind or have low vision.",,,,,,,https://www.amazon.com/s?k=More+Than+What+Eyes+See%3A+A+Book+About+Blindness+Miso+Kwak&i=stripbooks
"Uncommonly Curious, Eternally Autistic: A Book About Autism",Rasha Hamid,6-9,children_fiction,"children,educators",Self-Awareness,"identity,self-acceptance,social-skills",Free Spirit Publishing,9781092414180,"Is it possible that you, your child, or someone you love might have Asperger's Syndrome? Do they call it ""Asperger's Syndrome"" or is it, technically, ""Autism Spectrum Disorder""? I'm going to give you my guide, some tools, and some positive practices for living a fulfilled life as an Autistic Adult and give you some tips on how to recognize autism in yourself or others. Autism is nothing to be…",,,,,,,https://www.amazon.com/s?k=9781092414180
My Life as an Asthmanaut: A Book About Asthma,Jake Lockett,6-9,children_fiction,"children,educators",Self-Management,"resilience,self-acceptance,identity",Free Spirit Publishing,9798885547970,"My Life as an Asthmanaut follows Jacob, a young boy with asthma who explains, in kid-friendly language, what it's like to live with asthma. When an attack occurs, he feels like an astronaut floating off to outer space with an empty air tank. But Asthmanaut Jacob is getting used to managing his asthma. He stays calm as he reaches for his inhaler--and refills his tank. He counts to 10--and comes…",https://books.google.com/books/content?id=F8Rt0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885547970
I Spark Like Lightning: A Book About Epilepsy,Jenna Elyse Johnson,6-9,children_fiction,"children,educators",Self-Management,"resilience,self-acceptance,courage",Free Spirit Publishing,,"Part of the Disability Books for Kids series from Free Spirit Publishing. A picture book that honestly and warmly explains epilepsy to children, reducing stigma and building understanding in classrooms and at home.",,,,,,,https://www.amazon.com/s?k=I+Spark+Like+Lightning%3A+A+Book+About+Epilepsy+Jenna+Elyse+Johnson&i=stripbooks
"Dear Dad: Love, Nelson",Margarett McBride,6-9,children_fiction,"children,educators",Self-Management,"grief,loss,resilience",Free Spirit Publishing,9781631986833,"A boy’s letters to his incarcerated father help them stay connected even while they’re apart. Dear Dad: Love, Nelson is a glimpse into the life, family, struggles, hopes, and questions of Nelson—and the more than five million other children in the US who have experienced parental incarceration. Told through letters he writes his father, Nelson shares his feelings, thoughts, wishes, and…",https://books.google.com/books/content?id=HoL0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631986833
Sometimes Stormy,Amanda Davis,6-8,children_fiction,"children,educators",Self-Awareness,"emotions,resilience,emotional-literacy",Free Spirit Publishing,9798885547000,"Help children ages 5-8 understand and cope with a parent’s substance use disorder Sometimes Stormy explores what it’s like to live with a parent struggling with alcohol use disorder. A young boy named Ezra realizes his dad is plagued by a troubling storm—the Sometimes Storm—that sometimes visits their home and changes Dad. He goes searching for the storm’s favorite thing, hoping that he can make…",https://books.google.com/books/content?id=liRyEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885547000
"Hello, Beech Tree!",Rasha Hamid,6-8,children_fiction,"children,educators",Self-Management,"mindfulness,gratitude,empathy",Free Spirit Publishing,9798885540391,"Based on real events, this charming story features a kindergarten class in Brooklyn who pays homage to their beloved lost beech tree and takes action to plant a new one. When a kindergarten class in Brooklyn discovers that their beloved beech has been cut down, they honor the tree by writing stories and poems, creating art, and placing a plaque at the former tree's site. But they still miss their…",https://books.google.com/books/content?id=8_v6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540391
The Best Good Thing,Anna Housley Juster,6-8,children_fiction,"children,educators",Self-Management,"grief,loss,resilience",Free Spirit Publishing,9798885549677,"The Best Good Thing models how caregivers might respond when a child feels upset after a bad day. Written by a child mental health clinician, the story begins with a young girl who feels “smad”—sad and mad. Certain there are no good things, she shares with her mother, who listens and encourages her to look for positives. Together, they notice small joys—a flower, a neighbor, fresh bread—until she…",,,,,,,https://www.amazon.com/s?k=9798885549677
Santiago and Great Bear,Lisa Johnston Hancock,6-8,children_fiction,"children,educators",Self-Management,"resilience,courage,self-acceptance",Free Spirit Publishing,9798885549837,,https://books.google.com/books/content?id=D7frEQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885549837
Worries Are Not Forever,Elizabeth Verdick,6-8,children_fiction,"children,educators",Self-Management,"anxiety,resilience,emotions",Free Spirit Publishing,9798885541862,"English-Spanish bilingual read-along gives young children strategies to ease anxieties and worries and feel better again. Everyone feels worried or anxious at times, and young children are no exception. Friendly and supportive, this bilingual English-Spanish book explains what worries are and how it feels to be worried, assuring children that lots of kids—and grown-ups too—feel worried. Children…",https://books.google.com/books/content?id=IIP0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885541862
